Date,Description,Amount,Category
2025-07-31,transaction at saravana bhavan,251.86,Food
2025-08-22,transaction at hp world,102786.23,Electronics
2025-05-31,transaction at 1mg,7587.9,Healthcare
2025-07-18,transaction at gaana,492.75,Entertainment
2025-12-02,transaction at gas agency,3567.01,Bills
2025-05-01,transaction at uber,315.77,Transport
2025-08-08,transaction at zara,3124.38,Clothing
2025-08-25,transaction at air india,23581.8,Travel
2025-09-08,transaction at amazon,9526.2,Online Shopping
2025-08-24,transaction at more supermarket,538.14,Grocery
2025-04-29,transaction at nature's basket,2280.22,Grocery
2025-11-09,transaction at star bazaar,942.88,Grocery
2025-12-05,transaction at spencers,3009.84,Grocery
2025-09-18,transaction at subway,650.54,Food
2025-06-06,transaction at oneplus,61848.9,Electronics
2025-07-29,transaction at aster,17638.05,Healthcare
2025-10-19,transaction at more supermarket,4112.29,Grocery
2025-07-03,transaction at us polo,4140.55,Clothing
2025-05-20,transaction at ajio,16515.81,Online Shopping
2025-01-04,transaction at youtube premium,511.91,Entertainment
2025-08-23,transaction at youtube premium,696.6,Entertainment
2025-03-25,transaction at chai point,499.3,Food
2025-07-23,transaction at nilgiris,389.68,Grocery
2025-08-01,transaction at kauvery,7540.82,Healthcare
2025-04-16,transaction at samsung store,79763.99,Electronics
2025-03-29,transaction at puma,2965.02,Clothing
2025-09-01,transaction at snapdeal,545.23,Online Shopping
2025-07-09,transaction at property tax online,2880.28,Bills
2025-01-19,transaction at booking.com,15334.58,Travel
2025-02-22,transaction at apple music,317.1,Entertainment
2025-01-10,transaction at levis,6106.66,Clothing
2025-05-17,transaction at vodafone idea,313.83,Bills
2025-04-01,transaction at snapdeal,6800.27,Online Shopping
2025-05-17,transaction at boat lifestyle,45452.86,Electronics
2025-02-22,transaction at levis,2416.6,Clothing
2025-03-18,transaction at water board,5008.61,Bills
2025-12-29,transaction at nykaa,11056.9,Online Shopping
2025-01-02,transaction at taco bell,870.88,Food
2025-09-19,transaction at booking.com,14839.72,Travel
2025-12-28,transaction at pantaloons,6492.91,Clothing
2025-07-13,transaction at levis,3060.54,Clothing
2025-10-30,transaction at air india,26028.99,Travel
2025-04-20,transaction at airtel,3262.78,Bills
2025-11-02,transaction at nilgiris,2915.54,Grocery
2025-06-04,transaction at fortis,9594.79,Healthcare
2025-06-30,transaction at nike,4143.09,Clothing
2025-01-17,transaction at irctc,11115.37,Travel
2025-11-19,transaction at more supermarket,4618.73,Grocery
2025-04-16,transaction at kfc,1495.35,Food
2025-03-07,transaction at act fibernet,1317.06,Bills
2025-05-23,transaction at starbucks,837.31,Food
2025-10-13,transaction at noise,149349.96,Electronics
2025-05-28,transaction at paradise biryani,1307.46,Food
2025-11-19,transaction at rapido,365.48,Transport
2025-07-31,transaction at star bazaar,338.01,Grocery
2025-03-23,transaction at nilgiris,2907.71,Grocery
2025-05-07,transaction at water board,3967.31,Bills
2025-12-16,transaction at oyo,2044.97,Travel
2025-07-18,transaction at amazon,10497.51,Online Shopping
2025-11-23,transaction at goibibo,6111.48,Travel
2025-02-14,transaction at water board,3755.84,Bills
2025-01-20,transaction at saravana bhavan,554.4,Food
2025-11-26,transaction at netflix,959.4,Entertainment
2025-01-05,transaction at mcdonalds,946.7,Food
2025-06-16,transaction at vivo store,47234.6,Electronics
2025-08-16,transaction at netflix,512.76,Entertainment
2025-01-24,transaction at act fibernet,1095.07,Bills
2025-03-09,transaction at apollo pharmacy,1563.0,Healthcare
2025-01-08,transaction at netmeds,8794.54,Healthcare
2025-10-18,transaction at jio fiber,866.04,Bills
2025-08-31,transaction at bsnl,5333.85,Bills
2025-12-16,transaction at spotify,450.82,Entertainment
2025-03-11,transaction at property tax online,4252.57,Bills
2025-07-10,transaction at paradise biryani,1434.66,Food
2025-05-06,transaction at starbucks,1096.88,Food
2025-09-06,transaction at irctc,12537.15,Travel
2025-03-26,transaction at tsrtc,994.63,Transport
2025-05-03,transaction at chai point,1170.89,Food
2025-04-28,transaction at property tax online,3213.42,Bills
2025-09-16,transaction at apple store,9854.95,Electronics
2025-09-21,transaction at water board,2199.1,Bills
2025-10-31,transaction at tata cliq,240.3,Online Shopping
2025-04-24,transaction at hotstar,988.47,Entertainment
2025-08-12,transaction at medplus,10815.86,Healthcare
2025-02-23,transaction at bmtc,1389.94,Transport
2025-02-10,transaction at indigo,20016.05,Travel
2025-06-23,transaction at dominos,283.51,Food
2025-04-16,transaction at dmart,2851.49,Grocery
2025-05-18,transaction at sonyliv,190.76,Entertainment
2025-07-29,transaction at goibibo,5831.23,Travel
2025-01-12,transaction at vivo store,72835.1,Electronics
2025-11-06,transaction at property tax online,4179.48,Bills
2025-03-23,transaction at ccd,369.6,Food
2025-10-01,transaction at dmart,4507.27,Grocery
2025-03-25,transaction at saravana bhavan,289.19,Food
2025-08-07,transaction at spencers,2700.35,Grocery
2025-06-16,transaction at youtube premium,446.66,Entertainment
2025-09-09,transaction at rapido,454.74,Transport
2025-04-07,transaction at rapido,1124.4,Transport
2025-02-15,transaction at ccd,668.06,Food
2025-02-19,transaction at bsnl,4311.46,Bills
2025-03-03,transaction at jio fiber,5628.84,Bills
2025-04-30,transaction at biba,2199.05,Clothing
2025-01-27,transaction at pantaloons,7570.65,Clothing
2025-09-17,transaction at spencers,4460.32,Grocery
2025-02-06,transaction at spencers,2046.14,Grocery
2025-12-10,transaction at pantaloons,742.77,Clothing
2025-08-10,transaction at allen solly,5264.73,Clothing
2025-12-15,transaction at vodafone idea,1332.3,Bills
2025-08-24,transaction at oyo,24723.19,Travel
2025-10-10,transaction at rapido,598.06,Transport
2025-10-22,transaction at reliance fresh,3877.41,Grocery
2025-07-22,transaction at myntra,3166.67,Online Shopping
2025-05-25,transaction at tneb,1323.76,Bills
2025-03-21,transaction at oyo,23297.32,Travel
2025-03-02,transaction at spencers,4608.97,Grocery
2025-07-21,transaction at sony center,102654.19,Electronics
2025-11-27,transaction at flipkart,17869.11,Online Shopping
2025-05-30,transaction at amazon prime,402.57,Entertainment
2025-10-19,transaction at cloudnine,13010.73,Healthcare
2025-11-12,transaction at bigbazaar,3366.42,Grocery
2025-10-05,transaction at air india,8461.66,Travel
2025-03-27,transaction at apollo hospital,12510.41,Healthcare
2025-11-09,transaction at nilgiris,421.42,Grocery
2025-10-02,transaction at reliance digital,85807.31,Electronics
2025-03-21,transaction at tata cliq,10670.63,Online Shopping
2025-09-04,transaction at biba,579.03,Clothing
2025-06-19,transaction at pharmeasy,9134.0,Healthcare
2025-01-19,transaction at netflix,770.34,Entertainment
2025-10-27,transaction at tsrtc,905.22,Transport
2025-08-21,transaction at oyo,9146.54,Travel
2025-09-07,transaction at reliance digital,126973.35,Electronics
2025-10-23,transaction at jiomart,2120.58,Grocery
2025-08-24,transaction at samsung store,111887.57,Electronics
2025-11-18,transaction at yulu bikes,1436.56,Transport
2025-05-18,transaction at vistara,2342.58,Travel
2025-03-24,transaction at uber,724.77,Transport
2025-10-21,transaction at spencers,1212.19,Grocery
2025-02-22,transaction at kfc,1160.47,Food
2025-12-10,transaction at hp world,147064.51,Electronics
2025-02-10,transaction at adidas,7928.3,Clothing
2025-07-05,transaction at h&m,2692.62,Clothing
2025-06-06,transaction at youtube premium,603.61,Entertainment
2025-12-08,transaction at myntra,17217.43,Online Shopping
2025-02-25,transaction at goibibo,7423.46,Travel
2025-06-06,transaction at netflix,300.02,Entertainment
2025-01-16,transaction at netflix,538.56,Entertainment
2025-01-20,transaction at aster,1028.71,Healthcare
2025-04-10,transaction at flipkart,14620.72,Online Shopping
2025-07-31,transaction at boat lifestyle,117848.43,Electronics
2025-03-04,transaction at aster,19475.39,Healthcare
2025-06-21,transaction at snapdeal,10630.41,Online Shopping
2025-03-07,transaction at mcdonalds,1304.28,Food
2025-02-27,transaction at flipkart,7954.5,Online Shopping
2025-12-30,transaction at netmeds,14745.26,Healthcare
2025-11-11,transaction at indigo,8661.39,Travel
2025-03-11,transaction at youtube premium,603.5,Entertainment
2025-04-04,transaction at nike,5275.52,Clothing
2025-06-02,transaction at fortis,10473.59,Healthcare
2025-09-21,transaction at hp world,45429.5,Electronics
2025-05-23,transaction at spencers,3029.15,Grocery
2025-12-22,transaction at yulu bikes,572.6,Transport
2025-10-03,transaction at uber,711.39,Transport
2025-08-24,transaction at wrogn,7902.76,Clothing
2025-11-30,transaction at kauvery,8743.52,Healthcare
2025-04-26,transaction at bmtc,1794.71,Transport
2025-03-23,transaction at more supermarket,3121.34,Grocery
2025-01-30,transaction at pizza hut,846.93,Food
2025-08-28,transaction at samsung store,124616.3,Electronics
2025-02-05,transaction at chai point,319.11,Food
2025-10-24,transaction at pharmeasy,1030.38,Healthcare
2025-06-21,transaction at indigo,3283.48,Travel
2025-11-05,transaction at water board,292.83,Bills
2025-06-11,transaction at oyo,23791.49,Travel
2025-09-25,transaction at star bazaar,4510.72,Grocery
2025-04-22,transaction at bsnl,5094.47,Bills
2025-08-06,transaction at biba,2685.24,Clothing
2025-12-11,transaction at star bazaar,3716.69,Grocery
2025-04-09,transaction at amazon prime,966.25,Entertainment
2025-07-31,transaction at meesho,18119.79,Online Shopping
2025-12-02,transaction at burger king,1252.09,Food
2025-11-14,transaction at asus store,24850.41,Electronics
2025-06-21,transaction at sony center,4274.69,Electronics
2025-02-16,transaction at irctc,22798.9,Travel
2025-07-25,transaction at nature's basket,3198.43,Grocery
2025-08-02,transaction at jiomart,3750.45,Grocery
2025-10-14,transaction at biba,6857.44,Clothing
2025-03-25,transaction at burger king,920.15,Food
2025-02-12,transaction at chai point,806.07,Food
2025-11-14,transaction at hotstar,189.11,Entertainment
2025-12-06,transaction at reliance digital,57283.39,Electronics
2025-12-14,transaction at metro rail,259.35,Transport
2025-05-21,transaction at property tax online,4431.95,Bills
2025-07-26,transaction at ccd,267.47,Food
2025-05-11,transaction at booking.com,960.81,Travel
2025-03-30,transaction at bigbazaar,4429.65,Grocery
2025-02-03,transaction at taco bell,1174.11,Food
2025-10-20,transaction at nike,4558.86,Clothing
2025-10-17,transaction at ccd,1448.1,Food
2025-10-19,transaction at sonyliv,974.72,Entertainment
2025-01-25,transaction at apollo pharmacy,4233.67,Healthcare
2025-04-01,transaction at meru cabs,1392.64,Transport
2025-04-28,transaction at kfc,1308.51,Food
2025-07-21,transaction at kauvery,1660.65,Healthcare
2025-06-10,transaction at pharmeasy,10204.39,Healthcare
2025-05-26,transaction at sonyliv,610.01,Entertainment
2025-11-05,transaction at tsrtc,691.63,Transport
2025-03-18,transaction at burger king,556.6,Food
2025-07-20,transaction at taco bell,101.46,Food
2025-01-31,transaction at water board,508.77,Bills
2025-01-18,transaction at fortis,1974.71,Healthcare
2025-01-17,transaction at nilgiris,685.22,Grocery
2025-07-09,transaction at hp world,84798.67,Electronics
2025-01-20,transaction at nike,6335.03,Clothing
2025-04-11,transaction at vodafone idea,5707.02,Bills
2025-12-30,transaction at redbus,369.01,Transport
2025-04-21,transaction at irctc,1928.17,Travel
2025-10-27,transaction at noise,126862.8,Electronics
2025-11-22,transaction at sonyliv,316.39,Entertainment
2025-09-12,transaction at airasia,10454.07,Travel
2025-08-30,transaction at meru cabs,971.09,Transport
2025-01-06,transaction at yulu bikes,486.8,Transport
2025-01-31,transaction at kauvery,18889.88,Healthcare
2025-10-12,transaction at water board,3996.2,Bills
2025-01-06,transaction at water board,3331.01,Bills
2025-11-20,transaction at dominos,571.22,Food
2025-01-29,transaction at a2b,835.42,Food
2025-06-30,transaction at dominos,1367.4,Food
2025-02-25,transaction at snapdeal,17628.94,Online Shopping
2025-05-07,transaction at ccd,695.84,Food
2025-06-02,transaction at hotstar,877.65,Entertainment
2025-06-22,transaction at makemytrip,12420.06,Travel
2025-03-04,transaction at water board,4699.67,Bills
2025-07-22,transaction at vistara,7003.47,Travel
2025-02-18,transaction at pizza hut,265.72,Food
2025-10-10,transaction at puma,7287.9,Clothing
2025-07-12,transaction at hp world,119838.66,Electronics
2025-08-31,transaction at yulu bikes,471.16,Transport
2025-07-24,transaction at snapdeal,19139.33,Online Shopping
2025-01-28,transaction at puma,5661.92,Clothing
2025-12-13,transaction at cream stone,863.04,Food
2025-11-05,transaction at boat lifestyle,141218.86,Electronics
2025-08-01,transaction at apple store,11779.45,Electronics
2025-02-27,transaction at nykaa,19542.23,Online Shopping
2025-03-20,transaction at subway,553.97,Food
2025-05-14,transaction at puma,4547.6,Clothing
2025-05-21,transaction at cream stone,705.78,Food
2025-07-08,transaction at bigbazaar,768.3,Grocery
2025-05-06,transaction at spencers,639.56,Grocery
2025-09-24,transaction at water board,1234.73,Bills
2025-01-16,transaction at dell exclusive,49085.04,Electronics
2025-06-01,transaction at vistara,26640.71,Travel
2025-02-05,transaction at spencers,1267.41,Grocery
2025-09-08,transaction at apollo pharmacy,8719.23,Healthcare
2025-05-15,transaction at apollo pharmacy,18799.96,Healthcare
2025-06-27,transaction at netmeds,14420.78,Healthcare
2025-12-31,transaction at hp world,7025.44,Electronics
2025-10-15,transaction at ola,833.64,Transport
2025-06-19,transaction at yulu bikes,1060.45,Transport
2025-03-29,transaction at ajio,6425.56,Online Shopping
2025-03-03,transaction at bigbazaar,4397.76,Grocery
2025-12-08,transaction at oneplus,138839.82,Electronics
2025-01-25,transaction at gaana,450.06,Entertainment
2025-04-01,transaction at aha,320.19,Entertainment
2025-12-08,transaction at hotstar,614.79,Entertainment
2025-01-11,transaction at snapdeal,2280.31,Online Shopping
2025-07-02,transaction at spencers,796.87,Grocery
2025-01-10,transaction at meru cabs,111.51,Transport
2025-02-09,transaction at vistara,10645.44,Travel
2025-01-14,transaction at pepperfry,9837.52,Online Shopping
2025-09-17,transaction at 1mg,762.6,Healthcare
2025-01-30,transaction at apple music,480.04,Entertainment
2025-01-31,transaction at bsnl,585.96,Bills
2025-01-22,transaction at asus store,5639.35,Electronics
2025-12-28,transaction at vivo store,58106.34,Electronics
2025-11-23,transaction at airtel,4982.78,Bills
2025-10-18,transaction at oneplus,59260.28,Electronics
2025-09-24,transaction at 1mg,15965.36,Healthcare
2025-03-07,transaction at netmeds,19921.29,Healthcare
2025-10-28,transaction at pharmeasy,13605.76,Healthcare
2025-05-01,transaction at booking.com,15871.51,Travel
2025-04-18,transaction at adidas,1016.73,Clothing
2025-07-25,transaction at jiomart,3338.95,Grocery
2025-12-11,transaction at airasia,14094.1,Travel
2025-05-21,transaction at flipkart,4322.48,Online Shopping
2025-06-24,transaction at oneplus,68038.0,Electronics
2025-12-26,transaction at nature's basket,365.54,Grocery
2025-05-16,transaction at saravana bhavan,143.62,Food
2025-09-02,transaction at booking.com,19911.94,Travel
2025-06-05,transaction at rapido,1737.48,Transport
2025-12-11,transaction at hp world,45883.84,Electronics
2025-08-01,transaction at spotify,586.34,Entertainment
2025-06-16,transaction at hp world,28294.79,Electronics
2025-08-14,transaction at dominos,1360.98,Food
2025-09-28,transaction at myntra,6681.25,Online Shopping
2025-09-04,transaction at lenskart,17784.38,Online Shopping
2025-02-09,transaction at flipkart,15307.59,Online Shopping
2025-11-28,transaction at spotify,330.83,Entertainment
2025-11-12,transaction at kauvery,17967.11,Healthcare
2025-10-13,transaction at meru cabs,458.32,Transport
2025-01-01,transaction at tsrtc,1830.5,Transport
2025-03-08,transaction at apple music,520.34,Entertainment
2025-04-01,transaction at ola,1456.54,Transport
